participantid_in_session,participantcode,participanttime_started,participantpayoff,id,playersubsession_id,playergroup_id,playerpayoff,groupid_in_subsession,groupe_g,groupshockround,control,groupcheckr,grouphistoryc1,grouphistoryc2,grouphistoryr1,grouphistoryr2,grouppayoff1,grouppayoff1f,groupcheckpayoff1f,grouppayoff2,grouprpayoff1,grouppayoff_p1,grouppayoff_p2,groupsubsession_id,Period,sessioncode,sessionlabel,sessionexperimenter_name,sessionmturk_HITId,sessionmturk_HITGroupId,sessioncomment,sessionis_demo,playerbomb,playerbomb_row,playerbomb_col,playerboxes_collected,playerpay_this_round,playerround_result,playeraccept_info,playergender,playerage,playernationality,playerstudies,playerworkexperience,playerdegree,playerenglish,playerund1,playerund2,playerund3,playerund4,playerclear1,playerclear2,playerclear3,playerenjoy1,playerenjoy2,playerenjoy3,playercons1,playercons2,playercons3,playercons4,playerchange1,playerchange2,playerchange3,playerchange4,playerchange5,playerchange6,playerchange7,playerchange8,playerchange9,playerchange10,playerchange11,playerchange12,playerchange13,playerchange14,playerchange15,playerchange16,playerchange17,playerindi1,playerindi2,playerindi3,playerindi4,playerindi5,playerindi6,playerindi7,playerindi8,playerindi9,playerindi10,playerindi11,playerindi12,playerindi13,playerindi14,playerindi15,playerbig1,playerbig2,playerbig3,playerbig4,playerbig5,playerbig6,playerbig7,playerbig8,playerbig9,playerbig10,playeric1,playeric2,playeric3,playeric4,playeric5,playeric6,playeric7,playeric8,playeric9,playeric10,playerpnfs1,playerpnfs2,playerpnfs3,playerpnfs4,playerpnfs5,playerpnfs6,playerpnfs7,playerpnfs8,playerpnfs9,playerpnfs10,playerpnfs11,playertrust1,playertrust2,playertrust3,playertrust4,playertrust5,playertrust6,playertrust7,playertrust8,playertrust9,playertrust10,playertrust11,playergrf1,playergrf2,playergrf3,playergrf4,playergrf5,playergrf6,playergrf7,playergrf8,playergrf9,playergrf10,playergrf11,playergrf12,playergrf13,playergrf14,playergrf15,playergrf16,playergrf17,playergrf18,Principal,Agent,choice_history,result_history,history,four_shock,five_shock,six_shock,seven_shock,eight_shock,nine_shock,ten_shock,late_shock,late_shock2,Post_four,Post_five,Post_six,Post_seven,Post_eight,Post_nine,Post_ten,Post,eh,el,LH,mean_control,HL,idn,Session,trustworthy,response,self_interest,self_i_response,mean_history_pre,mean_history_pre_r,mean_history_pre_t,focus_rounds,mean_history_focus,mean_history_post,mean_history_post_r,mean_history_post_t,mean_history,mean_history_r,mean_history_t,av_self_interest_pre,av_self_interest,Period1,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,Period12,Post_LH,LH_late_shock,Post_late_shock,Post_LH_late_shock,Post_el,Post_eh,RegulFocus,PrevFocus,PromoFocus,PNFS,PNFS2,NFS,RTS,playertrust,Extraversion,Agreeableness,Conscientiousness,EmoStability,OpennessExp,NoUnd,consider,UpwardShock,DownwardShock,control_pre,control_post,trust_pre,trust_post,trust_change,response_pre2,response_post2,response_self_pre,response_self_post,trust_pre2,trust_post2,control_pre2,control_post2,control_change,control_change2,abs_control_change,abs_control_change2,one_control_change,high_history_pre,totalpayoff,totaleur,dum_control,diff_payoff,tot_payoff,payoff_p1,payoff_p2,av_tot_payoff,av_control,av_trust,av_diff_payoff,payoff_p1_pre,payoff_p1_post,abs_payoff_p1_diff,payoff_p1_diff,payoff_p2_pre,payoff_p2_post,abs_payoff_p2_diff,payoff_p2_diff,payoff_t_pre,payoff_t_post,abs_payoff_t_diff,payoff_t_diff,GroupT,GroupT2,_est_early,_est_late,selection,mean_history_comp,controlsplit,av2_control,me2_control,shocktiming,controlpr,shocktimemore
17,xj9q4age,2018-05-02 13:05:27.249303+00:00,106.5,1,6,212,8.01,8,Low,5,.25,1,1,0,0,0,6.01,6.01,1,13.99,14,8.01,11.74,6,6,ywf1hpha,Session 6,High,,,,0,0,9,9,20,1,14,1,2,28,3,1,4,2,80,1,1,2,2,3,3,2,6,6,.66666669,.83333331,1,1,1,1,2,2,6,1,5,4,2,3,1,5,2,3,1,2,3,6,3,5,6,2,3,6,3,5,5,2,2,2,1,1,2,6,3,4,6,6,6,7,7,6,7,3,6,2,6,5,2,5,2,2,6,2,5,3,3,6,2,2,2,2,2,3,5,4,5,3,6,5,2,5,2,2,3,2,1,6,1,6,6,2,6,2,5,3,6,3,5,6,5,4,7,1,0,1,0,.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Post-change,0,1,High-to-Low,.65482146,1,182,8,.101,.101,.89899999,.89899999,.25,.25,.25,1,.5,.5,0,.25,.41666666,.083333336,.25,.958,.93983334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.2222223,2.7777777,5.6666665,2.5999999,2.909091,3.5,2.5999999,3.8181818,6,5,5.5,6,6.5,0,0,0,1,.71749997,.34125,,,,.041999999,.069250003,.958,.93075001,.041999999,.069250003,.73500001,.28,-.37624997,-.45500001,.37624997,.45500001,-.37624997,1,106.5,6.3899999,0,3.73,19.75,7.7083335,9.9116669,17.620001,.46666667,.060166668,-2.2033334,5.8425002,8.6412497,2.7987494,2.7987494,7.6999998,11.0175,3.3175001,3.3175001,,19.658751,,,4,0,0,0,0,,Low,.65660375,.89999998,Earlier Changes,.83999997,Earlier Changes
21,xl2w78tk,2018-04-30 13:06:22.187572+00:00,101.03,1,18,462,6,11,High,10,1,1,0,0,0,0,,,,,6,6,5,18,6,zg34a9jg,Session 2,High,,,,0,0,9,7,20,1,14,1,2,19,1,2,7,1,75,1,1,2,2,6,2,3,4,2,.66666669,.66666669,2,1,2,3,3,7,5,5,5,5,3,3,3,4,4,4,6,5,7,3,4,3,3,3,4,6,3,3,4,6,3,4,3,5,5,5,3,6,4,3,3,6,6,5,3,3,6,5,6,5,6,6,3,3,5,5,5,5,5,5,3,3,5,5,5,5,2,4,3,6,2,4,5,6,5,3,4,5,5,6,5,5,3,7,6,2,3,2,3,2,3,4,2,6,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.65482146,1,183,9,,1,,,0,0,0,0,0,0,0,0,0,0,0,.77257144,.84079999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3.8888888,4.1111112,4.5999999,4.6363635,5,4.5999999,4,4,4.5,6,4.5,3,0,.1111111,0,0,.52888888,.37666667,,,,.39911112,0,.77257144,1,.22742857,0,.50999999,.47999999,-.15222222,-.030000001,.15222222,.030000001,-.15222222,0,101.03,6.0618,1,1,11,7.2525001,9.083333,16.335833,.49083334,.1592,-1.830833,6.8733335,8.3900003,1.5166669,1.5166669,8.3666668,11.233334,2.8666668,2.8666668,15.24,19.623333,4.3833332,4.3833332,3,1,0,0,0,,High,.65660375,.89999998,Later Changes,.63999999,Later Changes
10,xt9f6x6l,2018-05-01 07:08:57.921364+00:00,84.27,2,6,196,6,9,Low,6,.9,1,0,1,0,0,5,5,1,15,14,13.1,6,6,6,uw8bc5zi,Session 4,High,,,,0,0,4,8,8,1,5.6,1,2,24,1,1,7,1,75,2,3,1,1,5,6,5,5,5,.83333331,1,1,6,7,1,4,1,2,1,5,5,6,4,6,1,6,2,2,2,2,3,6,6,2,5,7,7,1,6,5,5,7,6,5,6,3,6,2,5,2,7,3,6,7,3,7,1,6,1,7,6,6,6,5,4,7,6,6,3,6,7,2,7,5,3,2,3,3,4,3,2,3,2,5,7,6,2,2,5,5,5,4,5,6,6,5,2,7,6,7,7,7,5,7,7,7,0,1,1,0,.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Post-change,0,1,High-to-Low,.65482146,1,184,6,0,0,1,1,.125,.125,.125,1,,.25,0,.125,.16666667,.083333336,.125,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5.7222223,5.2222223,6.2222223,4.3000002,4.5454545,4.75,4.3000002,3.5454545,4.5,4,6,2.5,7,0,.6111111,0,1,,,.039500002,0,-.039500002,,,,,,,,,,,,,,,84.269997,5.0562,0,7.0999999,19.1,8.2658329,6.5558333,14.821667,.83833331,.013166667,1.7099996,,,,,,,,,,,,,4,0,0,0,1,.125,Low,.65660375,.89999998,Earlier Changes,.83999997,Earlier Changes
2,xwayh6fl,2018-04-30 13:06:22.114178+00:00,84.40000000000001,2,18,457,13,6,High,9,.2,1,1,0,0,0,5,5,1,15,6,5.2,13,18,6,zg34a9jg,Session 2,High,,,,0,1,8,1,50,1,0,1,1,22,3,1,3,1,85,2,3,1,2,5,1,1,5,1,.66666669,1,7,4,7,1,6,3,2,2,6,5,5,5,5,3,3,3,2,6,5,5,3,5,5,7,6,6,2,3,3,2,5,1,2,2,6,7,1,6,3,6,7,6,2,6,3,2,7,2,6,6,2,5,2,2,6,5,3,6,5,5,5,6,4,5,3,6,5,6,5,6,3,5,6,6,2,2,6,6,2,7,6,7,6,3,6,6,7,2,5,5,7,7,7,7,6,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.65482146,1,185,9,0,0,1,1,0,.33333334,.16666667,0,,0,.16666667,.083333336,0,.25,.125,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.6666665,4.8888888,6.4444447,4.8000002,4.818182,5.25,4.8000002,4.7272725,7,3.5,4,4.5,4.5,0,.83333331,0,0,,,0,1,1,,,,,,,,,,,,,,,84.400002,5.0640001,0,7.8000002,18.200001,9.8050003,7.0333333,16.838333,.78833336,.33333334,2.771667,,,,,,,,,,,,,3,1,0,0,0,,Low,.65660375,.89999998,Later Changes,.63999999,Later Changes
3,y2imgn75,2018-05-01 07:08:57.773311+00:00,112.56,1,6,193,12.2,6,Low,5,.8,1,0,0,1,0,5,5,1,15,14,12.2,7,6,6,uw8bc5zi,Session 4,High,,,,0,0,7,5,25,1,17.5,1,2,20,1,1,3,1,88,1,4,2,2,7,1,1,6,5,.83333331,.16666667,6,6,6,5,5,5,2,3,5,5,5,5,3,5,2,5,3,5,5,3,4,3,3,5,3,3,5,3,3,3,5,3,1,3,3,6,3,5,3,5,3,6,7,3,6,2,5,3,5,3,5,6,2,2,6,5,5,6,6,6,5,5,5,6,3,5,5,5,5,3,5,4,5,6,3,5,5,6,6,6,2,3,3,5,3,6,5,6,6,3,5,5,6,5,3,1,0,0,1,.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Post-change,0,1,High-to-Low,.65482146,1,186,6,0,0,1,1,.75,.25,.5,1,.16666667,.25,.25,.25,.41666666,.25,.33333334,.95899999,.8979091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.6666665,4.8888888,4.4444447,5.0999999,5.181818,6,5.0999999,4.6363635,4.5,4.5,6,3,5.5,0,.83333331,0,1,.65750003,.33750001,,,,.28075001,.125,.95899999,.875,.041000001,.125,.66500002,.34999999,-.32000002,-.31500003,.32000002,.31500003,-.32000002,1,112.56,6.7535996,0,5.1999998,19.200001,7.9216666,9.8808336,17.8025,.44416666,.10209091,-1.959167,5.8150001,8.9750004,3.1600003,3.1600003,8.2674999,10.6875,2.4200001,2.4200001,,19.6625,,,4,0,0,0,0,,Low,.65660375,.89999998,Earlier Changes,.83999997,Earlier Changes
19,y3qgx0u8,2018-05-02 11:06:30.334356+00:00,131.95,1,6,177,14,7,Low,6,1,1,0,0,1,1,,,,,14,14,5,6,6,64opqfwp,Session 5,High,,,,0,1,7,5,70,1,0,1,1,20,1,2,7,1,90,1,4,2,2,6,2,2,5,3,.33333334,.16666667,7,7,5,4,6,3,3,3,3,4,6,2,5,5,2,6,5,5,6,2,5,5,3,5,6,5,6,5,3,5,4,3,1,1,3,2,1,7,3,4,1,5,6,7,3,4,2,5,2,5,6,6,5,3,6,6,5,5,6,5,3,5,1,4,3,4,6,6,6,6,5,6,3,4,3,4,6,5,2,3,1,2,4,1,2,2,2,2,6,1,4,4,6,6,6,1,0,0,1,.5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Post-change,0,1,High-to-Low,.65482146,1,188,1,,1,,,.2,.80000001,.5,1,.33333334,.14285715,.42857143,.2857143,.16666667,.58333331,.375,.70239997,.81400001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.2777777,2.2222223,4.3333335,4.1999998,4.2727275,5,4.1999998,5,1.5,3,6.5,5,3.5,0,.8888889,0,1,.34400001,.96857142,,,,.2976,.5714286,.70239997,1,.2976,0,.2,1,.62457144,.80000001,.62457144,.80000001,.62457144,1,131.95,7.9169998,1,9,19,10.995833,7.1491666,18.145,.70833331,.18599999,3.8466668,7.1859999,13.717143,6.5311432,6.5311432,9.7180004,5.3142858,4.4037147,-4.4037147,,19.031429,,,4,0,0,0,1,.2857143,High,.65660375,.89999998,Earlier Changes,.83999997,Earlier Changes
18,ybul22kd,2018-05-02 11:06:30.341822+00:00,111.66,2,6,176,5,6,Low,5,1,1,0,0,0,0,,,,,14,14,5,6,6,64opqfwp,Session 5,High,,,,0,0,6,7,50,1,35,1,1,20,1,1,7,1,80,2,5,1,1,6,2,1,5,5,.83333331,.83333331,6,5,7,2,2,2,5,1,2,2,3,1,2,3,3,2,2,6,3,2,2,6,6,1,6,6,2,6,6,2,2,2,1,1,3,6,2,6,6,6,5,7,6,6,6,2,7,2,6,6,2,6,2,2,6,2,2,5,2,5,3,3,5,3,2,2,3,5,5,5,5,4,5,5,6,5,3,3,2,5,2,5,5,1,5,2,3,2,6,2,5,5,6,6,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Post-change,0,1,High-to-Low,.65482146,1,190,1,,1,,,.2857143,0,.14285715,1,,.2,0,.1,.25,0,.125,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.9444444,2.4444444,5.4444447,2.9000001,3.090909,3.75,2.9000001,4.6363635,5.5,4.5,6,6,6,0,.83333331,0,1,,,.32499999,0,-.32499999,,,,,,,,,,,,,,,111.66,6.6996002,1,9,19,9.7091665,6.3883333,16.0975,.78916669,.22883333,3.3208332,,,,,,,,,,,,,4,0,0,0,0,,High,.65660375,.89999998,Earlier Changes,.83999997,Earlier Changes
7,ynlxl1tj,2018-04-30 13:06:22.087444+00:00,199.79,1,18,455,14,4,Low,5,1,1,0,0,1,0,,,,,14,14,5,18,6,zg34a9jg,Session 2,High,,,,0,0,9,10,80,1,56,1,1,20,1,1,6,1,65,1,4,2,2,6,1,2,7,7,1,.83333331,7,7,7,3,7,5,5,2,5,5,5,6,5,4,2,5,6,6,3,6,6,2,2,2,1,2,7,2,1,5,6,6,1,1,7,5,1,7,6,7,3,2,7,4,3,3,5,3,6,5,3,5,3,4,3,5,5,5,5,4,5,5,3,5,5,5,2,1,2,1,1,2,2,4,3,2,1,4,3,5,3,3,7,5,5,5,5,3,5,5,5,5,4,5,6,1,0,0,1,.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Post-change,0,1,High-to-Low,.65482146,1,192,9,,1,,,0,.75,.375,1,.5,0,.75,.375,0,.75,.375,.667,.667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.6111112,4.2222223,5,4.8000002,4.7272725,4.75,4.8000002,1.9090909,4,1.5,7,5,5,0,1,0,1,.105,1,,,,.333,1,.667,,.333,,.085000001,1,.89499998,.91500002,.89499998,.91500002,.89499998,0,199.78999,11.9874,1,9,19,11.9825,7.0358334,19.018333,.70166665,.333,4.9466667,7.9475002,14,6.0524998,6.0524998,11.1075,5,6.1075001,-6.1075001,,19,,,4,0,0,0,0,,High,.65660375,.89999998,Earlier Changes,.83999997,Earlier Changes
7,zqlgvqq5,2018-05-01 07:08:57.810129+00:00,108.1,1,6,189,6.24,2,High,10,.64,1,1,0,0,0,6.67,6.67,1,13.33,6,6.24,8,6,6,uw8bc5zi,Session 4,High,,,,0,0,4,4,15,1,10.5,1,2,23,3,1,2,1,90,1,4,2,2,7,1,1,7,7,1,.66666669,6,7,5,2,4,3,6,2,5,5,5,7,3,4,3,2,5,4,3,2,4,3,3,6,6,3,4,3,2,4,6,5,5,3,4,4,2,3,3,6,4,5,3,2,6,4,6,2,7,7,2,6,2,3,7,6,2,5,7,5,5,7,6,4,4,6,3,3,5,1,2,3,5,2,2,2,1,3,7,7,6,6,6,7,5,5,6,3,4,7,5,5,6,7,6,1,0,1,0,.5,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.65482146,1,196,6,.167,.167,.833,.833,.33333334,.33333334,.33333334,0,0,0,0,0,.25,.25,.25,.76700002,.79030001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.6111112,5.4444447,5.7777777,5.1999998,5.181818,5.25,5.1999998,2.6363637,4,3.5,3,2.5,6,0,.83333331,0,0,.60000002,.86666667,,,,.233,.66666669,.76700002,1,.233,0,.60000002,1,.26666665,.39999998,.26666665,.39999998,.26666665,1,108.1,6.4860001,0,1.76,14.24,8.1333332,7.5999999,15.733334,.66666669,.2097,.5333333,6.5777779,12.8,6.2222223,6.2222223,8.0222225,6.3333335,1.688889,-1.688889,14.6,19.133333,4.5333328,4.5333328,3,1,0,0,0,,Low,.65660375,.89999998,Later Changes,.63999999,Later Changes
22,zw0dvh5c,2018-05-01 07:08:58.478436+00:00,80.09,2,6,193,7,6,Low,5,.8,1,0,0,1,0,5,5,1,15,14,12.2,7,6,6,uw8bc5zi,Session 4,High,,,,0,1,4,7,17,1,0,1,1,21,2,2,4,1,90,2,5,1,2,5,2,1,2,4,0,.83333331,5,5,7,2,1,2,5,1,2,6,5,2,4,2,5,2,5,5,4,2,2,5,5,1,7,5,2,6,6,5,3,2,1,1,1,5,3,6,5,7,5,7,6,7,4,1,7,1,6,6,3,5,2,3,6,5,2,5,5,4,5,5,2,5,3,6,6,2,6,3,6,6,3,7,2,3,1,5,2,6,1,5,6,3,5,3,6,5,6,4,5,6,6,6,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Post-change,0,1,High-to-Low,.65482146,1,199,6,0,0,1,1,0,0,0,1,,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.8333335,3.8888888,5.7777777,4.3000002,4.2727275,4.75,4.3000002,4.090909,5,5,6,6,5.5,0,.77777773,0,1,,,.47066668,.5,.029333323,,,,,,,,,,,,,,,80.089996,4.8053999,0,5.1999998,19.200001,10.1975,6.6741667,16.871666,.72166669,.35922223,3.5233335,,,,,,,,,,,,,4,0,0,0,0,,Low,.65660375,.89999998,Earlier Changes,.83999997,Earlier Changes
14,023k80hb,2018-04-30 11:05:52.136359+00:00,116.7,2,6,192,5,5,High,5,1,1,0,0,0,0,,,,,6,6,5,6,6,grz7n60z,Session 1,Low,,,,0,0,5,10,43,1,30.1,1,1,22,1,1,5,1,95,2,5,1,1,6,1,2,3,4,.16666667,.16666667,1,2,1,1,6,6,5,3,2,3,5,5,5,3,5,3,5,6,5,5,3,5,5,1,6,6,2,4,3,1,2,2,1,1,2,6,2,7,5,6,1,6,7,6,3,3,5,3,6,5,3,3,5,3,6,6,5,7,5,3,5,5,6,6,5,5,4,6,4,3,7,4,3,3,2,3,2,5,4,4,2,4,5,5,4,4,4,3,6,5,5,4,6,6,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Post-change,1,0,Low-to-High,.76636362,0,1,3,,1,,,.2,.2,.2,1,,0,.14285715,.071428575,.083333336,.16666667,.125,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.4444447,4,4.8888888,5.5,5.2727275,5.25,5.5,3.7272727,3.5,4,7,5.5,4.5,0,.055555563,1,0,,,.153,.037999999,-.11499999,,,,,,,,,,,,,,,116.7,7.0019999,1,1,11,8.2349997,7.2166667,15.451667,.75583333,.156625,1.018333,,,,,,,,,,,,,2,0,0,0,0,,High,.77917647,.99000001,Earlier Changes,.63999999,Earlier Changes
2,02vskf3e,2018-04-30 11:05:51.910929+00:00,105.4,2,6,194,5,7,Low,7,1,1,0,0,0,0,,,,,14,14,5,6,6,grz7n60z,Session 1,Low,,,,0,0,10,4,15,1,10.5,1,1,21,1,1,6,1,70,2,5,1,2,7,1,2,5,4,.16666667,.83333331,2,3,6,5,4,5,4,2,4,4,3,4,5,3,2,5,6,5,5,5,5,4,2,5,4,3,6,2,3,5,5,5,2,3,4,4,3,6,3,5,2,6,4,2,5,4,3,3,6,4,2,6,5,4,5,5,4,3,4,4,5,5,3,2,4,5,5,5,6,2,4,6,5,5,2,3,3,5,4,5,2,3,5,3,5,5,6,3,5,5,5,4,6,5,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.76636362,0,2,3,,1,,,.2,.2,.2,0,,.14285715,.42857143,.2857143,.16666667,.33333334,.25,,,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.5,4.1111112,4.8888888,4,4,3.25,4,4.181818,3,4.5,5,2.5,5,0,.44444445,0,0,,,0,0,0,,,,,,,,,,,,,,,105.4,6.3239999,1,9,19,8.3758335,7.9083333,16.284166,.70916665,0,.46750021,,,,,,,,,,,,,1,0,0,0,1,.2,High,.77917647,.99000001,Later Changes,.83999997,0
15,0tu9fcdp,2018-05-02 15:06:26.034473+00:00,125.58,1,6,191,13.91,4,Low,8,.99,1,0,0,0,0,5,5,1,15,14,13.91,5.1,6,6,6gnxyx9b,Session 7,Low,,,,0,1,3,4,58,1,0,1,2,21,1,2,7,1,89,1,3,2,2,2,5,3,3,2,.16666667,.33333334,6,6,1,2,1,2,5,6,5,6,7,3,3,7,6,7,7,1,7,1,7,1,1,7,1,1,7,1,1,6,7,7,7,7,6,5,1,3,2,5,3,6,2,2,3,6,7,2,2,6,3,6,2,4,6,7,6,1,2,4,7,7,6,2,6,7,3,3,3,2,2,2,6,3,2,3,5,5,7,5,2,6,5,7,3,7,7,5,3,3,5,3,5,7,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.76636362,0,5,2,0,0,1,1,.14285715,.14285715,.14285715,0,0,.2,0,.1,.16666667,.083333336,.125,.80000001,.89999998,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.8888888,5.1111112,4.6666665,5.0999999,5,2.25,5.0999999,3.090909,4,3.5,2.5,2,4,0,.55555558,0,0,.99285716,.58600003,,,,.42857143,0,.80000001,1,.2,0,.99000001,.64999998,-.40685713,-.34000003,.40685713,.34000003,.40685713,1,125.58,7.5348001,0,8.8100004,19.01,10.465,6.7583332,17.223333,.82333332,.1,3.7066669,13.95,5.586,8.3640003,-8.3640003,5.0571427,9.1400003,4.0828576,4.0828576,19.007143,14.726,4.2811432,-4.2811432,1,0,0,0,0,,High,.77917647,.99000001,Later Changes,.83999997,Later Changes
16,1aebawcl,2018-04-30 15:06:22.389470+00:00,88.06,2,30,739,8.470000000000001,7,High,6,.5,1,0,0,0,0,8.07,8.07,1,11.93,6,7.04,8.470000000000001,30,6,lwtt3tip,Session 3,Low,,,,0,0,3,3,20,1,14,1,1,21,1,1,5,1,98,2,3,1,1,6,1,2,6,5,.66666669,.33333334,2,5,7,1,3,1,3,2,1,5,1,2,1,2,2,2,2,5,6,5,2,3,6,1,7,6,5,6,6,2,5,5,1,1,6,1,2,7,7,6,1,1,7,6,6,1,5,2,2,5,3,6,2,3,5,2,3,6,6,4,2,2,2,3,1,5,5,5,5,2,2,2,5,4,2,2,3,2,2,6,2,6,6,2,6,1,2,2,7,7,5,5,7,7,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Post-change,1,0,Low-to-High,.76636362,0,6,4,.30700001,.30700001,.69300002,.69300002,.16666667,.33333334,.25,1,,0,0,0,.083333336,.16666667,.125,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.5,2.7777777,6.2222223,3.2,3.2727273,4.75,3.2,3.3636363,1,1.5,7,6.5,6,0,.6111111,1,0,,,0,0,0,,,,,,,,,,,,,,,88.059998,5.2835999,0,1.4299999,15.51,9.7066669,6.1716666,15.878333,.84916669,.14871429,3.5350003,,,,,,,,,,,,,2,0,0,0,1,0,Low,.77917647,.99000001,Earlier Changes,.63999999,Earlier Changes
9,1ixmwcqv,2018-05-03 07:06:14.816728+00:00,116.41,1,6,178,6,8,High,4,1,1,0,0,1,0,,,,,6,6,5,6,6,n1mnaei9,Session 8,Low,,,,0,0,9,3,30,1,21,1,1,20,1,1,6,1,75,1,3,2,2,6,2,2,6,6,.66666669,.83333331,5,2,1,4,5,4,3,5,3,5,5,3,5,6,6,6,4,5,6,6,6,6,5,2,4,6,5,3,2,5,5,5,3,6,6,3,3,3,3,3,3,5,6,5,3,3,4,3,4,5,5,4,2,5,3,6,5,7,7,5,6,5,5,5,5,5,3,2,5,2,3,5,2,3,2,2,6,6,5,4,3,6,5,6,5,3,5,6,5,3,5,5,6,6,5,1,0,0,1,.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Post-change,1,0,Low-to-High,.76636362,0,9,5,,1,,,0,.33333334,.16666667,1,.16666667,.11111111,.11111111,.11111111,.083333336,.16666667,.125,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.9444447,4.6666665,5.2222223,5.5999999,5.5454545,6,5.5999999,3.1818182,3,4,4.5,4,3,0,.27777779,1,0,.99666667,.94444442,,,,.66666669,.8888889,1,1,0,0,1,1,-.052222252,0,.052222252,0,.052222252,0,116.41,6.9846001,1,1,11,7.9508333,5.4250002,13.375834,.95749998,0,2.5258331,13.97,5.9444447,8.0255556,-8.0255556,5.0333333,5.5555553,.52222204,.52222204,,11.5,,,2,0,0,0,0,,High,.77917647,.99000001,Earlier Changes,.63999999,Earlier Changes
13,2l3p425t,2018-05-02 15:06:26.077137+00:00,157.45,1,6,192,14,5,Low,7,1,1,1,0,1,0,,,,,14,14,5,6,6,6gnxyx9b,Session 7,Low,,,,0,0,10,1,60,1,42,1,1,20,1,1,6,1,72,1,3,2,2,7,1,1,7,7,.83333331,.83333331,6,1,6,2,3,3,5,2,2,5,6,1,2,2,5,2,2,5,6,6,5,6,3,5,6,5,5,2,6,6,6,3,2,5,5,7,5,3,6,5,6,6,6,6,5,3,6,5,6,6,5,5,2,2,6,2,6,5,6,3,5,2,3,6,3,3,2,6,6,2,3,2,2,2,2,3,2,6,5,6,5,7,7,5,6,5,5,6,5,2,4,6,6,6,3,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Pre-change,0,1,Low-to-High,.76636362,0,15,2,,1,,,.16666667,.16666667,.16666667,0,.33333334,.33333334,.16666667,.25,.25,.16666667,.20833333,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.2777777,5,5.5555553,4.0999999,4,5,4.0999999,2.909091,6.5,5.5,4.5,6,5,0,.55555558,0,0,.91666669,.99166667,,,,.66666669,.83333331,1,1,0,0,1,1,.074999988,0,.074999988,0,-.074999988,1,157.45,9.4469995,1,9,19,9.6208334,5.4583335,15.079166,.95416665,0,4.1624999,13.25,5.9916668,7.2583332,-7.2583332,5.8333335,5.0833335,.75,-.75,19.083334,11.075,8.0083342,-8.0083342,1,0,0,0,1,.16666667,High,.77917647,.99000001,Later Changes,.83999997,0
