participantid_in_session,participantcode,participanttime_started,participantpayoff,id,playersubsession_id,playergroup_id,playerpayoff,groupid_in_subsession,groupe_g,groupshockround,control,groupcheckr,grouphistoryc1,grouphistoryc2,grouphistoryr1,grouphistoryr2,grouppayoff1,grouppayoff1f,groupcheckpayoff1f,grouppayoff2,grouprpayoff1,grouppayoff_p1,grouppayoff_p2,groupsubsession_id,Period,sessioncode,sessionlabel,sessionexperimenter_name,sessionmturk_HITId,sessionmturk_HITGroupId,sessioncomment,sessionis_demo,playerbomb,playerbomb_row,playerbomb_col,playerboxes_collected,playerpay_this_round,playerround_result,playeraccept_info,playergender,playerage,playernationality,playerstudies,playerworkexperience,playerdegree,playerenglish,playerund1,playerund2,playerund3,playerund4,playerclear1,playerclear2,playerclear3,playerenjoy1,playerenjoy2,playerenjoy3,playercons1,playercons2,playercons3,playercons4,playerchange1,playerchange2,playerchange3,playerchange4,playerchange5,playerchange6,playerchange7,playerchange8,playerchange9,playerchange10,playerchange11,playerchange12,playerchange13,playerchange14,playerchange15,playerchange16,playerchange17,playerindi1,playerindi2,playerindi3,playerindi4,playerindi5,playerindi6,playerindi7,playerindi8,playerindi9,playerindi10,playerindi11,playerindi12,playerindi13,playerindi14,playerindi15,playerbig1,playerbig2,playerbig3,playerbig4,playerbig5,playerbig6,playerbig7,playerbig8,playerbig9,playerbig10,playeric1,playeric2,playeric3,playeric4,playeric5,playeric6,playeric7,playeric8,playeric9,playeric10,playerpnfs1,playerpnfs2,playerpnfs3,playerpnfs4,playerpnfs5,playerpnfs6,playerpnfs7,playerpnfs8,playerpnfs9,playerpnfs10,playerpnfs11,playertrust1,playertrust2,playertrust3,playertrust4,playertrust5,playertrust6,playertrust7,playertrust8,playertrust9,playertrust10,playertrust11,playergrf1,playergrf2,playergrf3,playergrf4,playergrf5,playergrf6,playergrf7,playergrf8,playergrf9,playergrf10,playergrf11,playergrf12,playergrf13,playergrf14,playergrf15,playergrf16,playergrf17,playergrf18,Principal,Agent,choice_history,result_history,history,four_shock,five_shock,six_shock,seven_shock,eight_shock,nine_shock,ten_shock,late_shock,late_shock2,Post_four,Post_five,Post_six,Post_seven,Post_eight,Post_nine,Post_ten,Post,eh,el,LH,mean_control,HL,idn,Session,trustworthy,response,self_interest,self_i_response,mean_history_pre,mean_history_pre_r,mean_history_pre_t,focus_rounds,mean_history_focus,mean_history_post,mean_history_post_r,mean_history_post_t,mean_history,mean_history_r,mean_history_t,av_self_interest_pre,av_self_interest,Period1,Period2,Period3,Period4,Period5,Period6,Period7,Period8,Period9,Period10,Period11,Period12,Post_LH,LH_late_shock,Post_late_shock,Post_LH_late_shock,Post_el,Post_eh,RegulFocus,PrevFocus,PromoFocus,PNFS,PNFS2,NFS,RTS,playertrust,Extraversion,Agreeableness,Conscientiousness,EmoStability,OpennessExp,NoUnd,consider,UpwardShock,DownwardShock,control_pre,control_post,trust_pre,trust_post,trust_change,response_pre2,response_post2,response_self_pre,response_self_post,trust_pre2,trust_post2,control_pre2,control_post2,control_change,control_change2,abs_control_change,abs_control_change2,one_control_change,high_history_pre,totalpayoff,totaleur,dum_control,diff_payoff,tot_payoff,payoff_p1,payoff_p2,av_tot_payoff,av_control,av_trust,av_diff_payoff,payoff_p1_pre,payoff_p1_post,abs_payoff_p1_diff,payoff_p1_diff,payoff_p2_pre,payoff_p2_post,abs_payoff_p2_diff,payoff_p2_diff,payoff_t_pre,payoff_t_post,abs_payoff_t_diff,payoff_t_diff,GroupT,GroupT2,_est_early,_est_late,selection,mean_history_comp,controlsplit,av2_control,me2_control,shocktiming,controlpr,shocktimemore
18,30jo2655,2018-05-01 07:08:58.147992+00:00,93.95,2,1,133,11,1,High,5,.4,1,0,0,0,0,5,5,1,15,6,5.4,11,1,1,uw8bc5zi,Session 4,High,,,,0,0,2,8,1,1,.7,1,2,19,1,1,4,1,80,2,4,1,1,7,2,1,6,6,.83333331,.66666669,5,3,7,2,3,4,4,2,3,3,5,3,4,3,3,3,3,5,6,5,5,5,3,3,5,5,5,3,5,2,5,4,5,5,6,7,1,6,6,6,7,6,5,5,3,3,4,3,5,5,3,5,3,4,5,6,5,4,2,2,5,6,5,3,5,5,6,5,5,2,3,5,3,3,4,5,3,6,2,5,2,5,5,3,5,3,3,3,5,5,5,5,6,5,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.60214287,1,17,6,0,0,1,1,.75,.5,.625,0,,.125,.25,.1875,.33333334,.33333334,.33333334,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3333335,3.5555556,5.1111112,4.5999999,4.3636365,2.75,4.5999999,4,7,3.5,5.5,5.5,4.5,0,.66666669,0,0,,,.016000001,0,-.016000001,,,,,,,,,,,,,,,93.949997,5.6369996,0,5.5999999,16.4,9.7933331,7.7708335,17.564167,.72250003,.0080000004,2.0224996,,,,,,,,,,,,,3,1,0,0,0,,Low,.60566038,.60000002,Earlier Changes,.63999999,Earlier Changes
11,31j6874d,2018-05-01 07:08:57.865292+00:00,96.5,1,1,143,6.4,11,High,10,.8,1,0,0,0,0,8.02,8.02,1,11.98,6,6.4,6.4,1,1,uw8bc5zi,Session 4,High,,,,0,1,6,6,60,1,0,1,2,20,1,1,7,1,85,1,4,2,2,6,2,2,6,6,.66666669,.33333334,5,6,6,1,3,1,3,1,5,2,5,2,5,3,3,1,5,3,3,5,3,3,2,1,3,5,6,2,5,3,5,3,1,2,5,6,6,6,6,6,6,7,6,3,3,2,7,1,6,6,2,5,2,2,6,5,3,5,3,4,5,3,3,5,3,5,6,5,5,3,6,5,5,6,5,6,7,6,5,5,2,5,5,3,6,6,3,3,6,3,5,6,6,6,6,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.60214287,1,18,6,.30199999,.30199999,.69800001,.69800001,0,0,0,0,0,0,0,0,0,0,0,.86683333,.86683333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8333335,4.1111112,5.5555553,4,4,4.25,4,5.3636365,6,6.5,6,4.5,4.5,0,.77777773,0,0,.90555555,1,,,,.42211112,1,.86683333,,.13316667,,.89999998,1,.094444454,.10000002,.094444454,.10000002,.094444454,0,96.5,5.79,0,0,12.8,8.041667,5.5958333,13.6375,.92916667,.13316667,2.4458337,6.0555553,14,7.9444447,7.9444447,5.7944446,5,.79444456,-.79444456,11.85,19,7.1499996,7.1499996,3,1,0,1,0,,Low,.60566038,.60000002,Later Changes,.63999999,Later Changes
12,3b8zt4zx,2018-05-02 13:05:27.179941+00:00,132.21,2,1,153,5,9,High,8,1,1,0,0,0,0,,,,,6,6,5,1,1,ywf1hpha,Session 6,High,,,,0,0,4,6,25,1,17.5,1,1,19,1,1,7,1,90,2,4,1,1,6,2,2,7,6,1,.66666669,7,7,6,4,3,2,3,2,3,1,3,3,2,2,3,3,4,5,6,5,6,5,6,5,6,5,3,6,6,2,5,4,1,1,1,6,1,7,6,5,1,3,3,5,2,5,6,5,6,6,2,3,5,3,4,2,5,4,5,4,5,5,5,3,2,3,5,5,6,3,3,6,6,1,5,5,6,5,6,6,1,7,7,3,7,2,3,2,6,2,6,6,7,6,7,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.60214287,1,19,8,,1,,,.16666667,0,.083333336,0,,0,.16666667,.083333336,.083333336,.083333336,.083333336,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9444447,3.3333333,6.5555553,3.9000001,3.909091,4,3.9000001,4.6363635,3.5,2,5,5.5,3.5,0,.94444442,0,0,,,.233,0,-.233,,,,,,,,,,,,,,,132.21001,7.9326005,1,1,11,7.2874999,9.5591669,16.846666,.50666666,.083250001,-2.271667,,,,,,,,,,,,,3,1,0,0,0,,High,.60566038,.60000002,Later Changes,.63999999,Later Changes
21,3t0vxkjx,2018-05-02 13:05:27.197005+00:00,114.31,1,1,153,6,9,High,8,1,1,0,0,0,0,,,,,6,6,5,1,1,ywf1hpha,Session 6,High,,,,0,1,8,5,45,1,0,1,1,19,1,1,2,1,65,1,4,2,2,5,2,2,4,5,.66666669,.66666669,6,7,7,2,5,6,3,4,3,3,5,5,2,3,3,3,5,3,2,4,4,3,3,2,2,4,3,4,6,4,6,3,2,2,2,7,3,5,6,6,6,6,6,6,2,4,6,2,5,6,2,4,2,2,6,4,2,5,4,4,5,2,4,4,3,3,5,4,5,5,5,6,3,5,4,4,1,5,2,5,2,6,6,2,6,6,4,4,7,5,6,4,7,5,4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.60214287,1,21,8,,1,,,.14285715,.14285715,.14285715,0,0,0,0,0,.083333336,.083333336,.083333336,.78299999,.78299999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7777777,3.7777777,5.7777777,3.5999999,3.6363637,4.25,3.5999999,4.2727275,6.5,4.5,5.5,6,4,0,.94444442,0,0,.72857141,1,,,,.77628571,1,.78299999,,.21700001,,1,1,.27142859,0,.27142859,0,.27142859,1,114.31,6.8585997,1,1,11,9.5258331,6.2333331,15.759167,.84166664,.21700001,3.2925,6.3299999,14,7.6700001,7.6700001,7.1142859,5,2.1142859,-2.1142859,13.444285,19,5.5557146,5.5557146,3,1,0,1,0,,High,.60566038,.60000002,Later Changes,.63999999,Later Changes
19,3ze5s3md,2018-04-30 13:06:22.208650+00:00,119.6,1,13,401,6,5,High,7,1,1,0,0,0,0,,,,,6,6,5,13,1,zg34a9jg,Session 2,High,,,,0,1,2,10,70,1,0,1,2,22,3,1,4,1,75,1,4,2,2,6,1,2,6,6,.5,1,2,1,2,2,2,2,6,2,5,3,2,2,3,2,2,2,3,5,6,5,4,6,5,3,5,6,2,5,6,2,5,2,2,2,2,5,4,6,6,6,5,5,5,5,4,2,6,2,6,4,2,6,3,5,6,5,3,5,3,5,3,6,3,5,3,6,3,5,6,3,2,3,2,4,2,2,5,5,2,5,2,4,5,5,6,3,2,3,5,2,6,6,6,6,6,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.60214287,1,22,9,,1,,,.16666667,.33333334,.25,0,.16666667,.16666667,.33333334,.25,.16666667,.33333334,.25,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3888888,3.3333333,5.4444447,4.1999998,4.2727275,4.5,4.1999998,3.3636363,5,4.5,5.5,5.5,5,0,.1111111,0,0,.93333334,1,,,,.83333331,1,1,,0,,1,1,.066666663,0,.066666663,0,.066666663,1,119.6,7.1760001,1,1,11,9.9666662,5.3333335,15.3,.96666664,0,4.6333327,5.9333334,14,8.0666666,8.0666666,5.6666665,5,.66666651,-.66666651,11.6,19,7.3999996,7.3999996,3,1,1,0,0,,High,.60566038,.60000002,Later Changes,.63999999,0
10,59uyrzar,2018-05-02 13:05:27.060445+00:00,86.2,2,1,155,8.289999999999999,11,High,8,.3,1,0,0,0,0,10.3,10.3,1,9.699999999999999,6,9.01,8.289999999999999,1,1,ywf1hpha,Session 6,High,,,,0,1,3,7,77,1,0,1,2,20,1,1,6,1,70,2,1,1,1,3,5,5,4,3,0,.33333334,7,2,7,1,2,3,5,1,3,5,3,5,4,2,6,5,5,1,3,5,1,3,3,1,5,5,7,5,3,5,4,7,2,1,7,6,3,5,6,6,6,7,7,5,3,3,7,2,6,7,2,5,4,6,5,3,1,3,3,4,3,1,1,2,3,3,6,4,6,3,5,6,7,7,5,6,6,5,4,6,5,7,5,5,6,5,3,2,6,3,6,6,6,6,7,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.60214287,1,24,8,.52999997,.52999997,.47,.47,.14285715,0,.071428575,0,,.2,.40000001,.30000001,.16666667,.16666667,.16666667,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1666665,4.2222223,6.1111112,2.3,2.4545455,3,2.3,5.5454545,6,5,6,5.5,4.5,0,.72222227,0,0,,,.24333332,,,,,,,,,,,,,,,,,86.199997,5.1719999,0,.72000003,17.299999,9.1683331,7.1833334,16.351667,.71499997,.21179999,1.9849997,,,,,,,,,,,,,3,1,0,0,0,,Low,.60566038,.60000002,Later Changes,.63999999,Later Changes
4,5m57wh7q,2018-05-02 11:06:30.196265+00:00,80.8,2,1,129,15,9,High,8,0,1,0,0,0,0,5,5,1,15,6,5,15,1,1,64opqfwp,Session 5,High,,,,0,1,10,8,39,1,0,1,1,20,1,1,5,1,70,2,6,1,1,3,4,5,6,1,.16666667,.16666667,6,5,2,1,2,3,2,1,2,4,5,2,4,2,1,2,6,3,3,6,4,3,7,1,5,6,5,4,7,2,4,2,4,5,4,4,3,6,7,5,2,6,6,7,4,3,6,2,6,7,1,6,1,4,2,5,4,4,6,5,6,5,4,3,4,3,3,3,5,2,2,6,2,4,1,2,4,5,2,5,2,4,5,5,4,4,6,2,6,4,6,5,6,5,6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.60214287,1,25,1,0,0,1,1,.16666667,.33333334,.25,0,,.16666667,0,.083333336,.16666667,.16666667,.16666667,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5555553,3.8888888,5.2222223,4.4000001,4.4545455,4.5,4.4000001,3.090909,3,4.5,6,7,4.5,0,.55555558,0,0,,,.13366666,0,-.13366666,,,,,,,,,,,,,,,80.800003,4.848,0,10,20,9.564167,6.7333331,16.297501,.81,.080200002,2.8308339,,,,,,,,,,,,,3,1,0,0,0,,Low,.60566038,.60000002,Later Changes,.63999999,Later Changes
14,5t60e11z,2018-05-02 11:06:30.305529+00:00,95.23,2,1,122,5.54,2,High,5,.6,1,0,0,0,0,13.64,13.64,1,6.36,6,9.06,5.54,1,1,64opqfwp,Session 5,High,,,,0,0,10,7,31,1,21.7,1,1,21,1,1,5,1,80,2,5,1,2,4,3,4,6,4,.33333334,.16666667,3,6,5,2,5,1,6,1,1,2,1,1,2,1,2,2,2,6,4,3,2,6,6,1,6,6,1,5,5,1,1,1,2,2,1,4,5,6,7,6,3,5,6,6,6,2,5,3,6,6,3,6,3,2,6,5,3,3,4,4,2,2,5,3,2,3,5,4,6,2,2,4,3,3,3,5,3,2,2,6,2,5,6,2,3,2,2,4,5,2,6,5,6,6,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.60214287,1,28,1,.86400002,.86400002,.13600001,.13600001,.16666667,0,.083333336,0,,0,0,0,.083333336,0,.041666668,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0555553,2.5555556,5.5555553,3.2,3.2727273,3.5,3.2,3.6363637,3.5,5,6,6.5,6,0,.6111111,0,0,,,.86400002,,,,,,,,,,,,,,,,,95.230003,5.7138004,0,3.52,14.6,10.309167,6.1275001,16.436666,.82999998,.4025,4.1816669,,,,,,,,,,,,,3,1,0,0,0,,Low,.60566038,.60000002,Earlier Changes,.63999999,Earlier Changes
22,5t6hpb5m,2018-05-03 09:05:55.359597+00:00,108.71,2,1,150,5,6,High,9,1,1,0,0,0,0,,,,,6,6,5,1,1,ve2ngyu4,Session 9,High,,,,0,0,5,5,28,1,19.6,1,1,20,1,1,5,1,72,2,1,1,2,7,2,1,6,6,.66666669,.66666669,6,6,6,2,2,3,5,1,2,2,3,1,3,5,6,3,2,6,7,5,2,7,6,1,7,6,3,6,7,2,7,2,2,2,2,7,3,7,7,6,7,6,3,6,4,2,7,7,5,5,6,4,2,2,6,2,2,3,3,6,5,5,2,3,2,5,5,6,6,2,5,2,5,6,5,7,3,2,2,7,2,5,7,5,4,5,4,3,6,2,7,2,6,7,6,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.60214287,1,29,7,,1,,,.2857143,.14285715,.21428572,0,,0,.2,.1,.16666667,.16666667,.16666667,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5555553,3,6.1111112,3.2,3.4545455,3.75,3.2,4.7272725,7,4.5,5,6.5,5,0,.83333331,0,0,,,.24349999,.125,-.11849999,,,,,,,,,,,,,,,108.71,6.5226002,1,1,11,8.3424997,7.4258332,15.768333,.7183333,.14300001,.91666651,,,,,,,,,,,,,3,1,0,0,0,,High,.60566038,.60000002,Later Changes,.63999999,Later Changes
3,75fuqck8,2018-05-03 09:05:55.236593+00:00,112.93,1,1,156,5,12,High,6,0,1,0,0,0,0,5,5,1,15,6,5,15,1,1,ve2ngyu4,Session 9,High,,,,0,1,6,4,64,1,0,1,2,19,1,1,6,1,65,1,4,2,2,3,6,6,6,3,.33333334,.16666667,5,7,5,4,6,4,6,4,5,5,7,6,5,6,5,6,4,5,4,6,6,3,1,4,3,2,7,2,1,6,7,7,1,7,7,2,1,7,3,3,2,4,7,5,3,1,5,3,4,5,4,5,3,6,6,6,5,6,6,4,6,6,7,5,6,7,3,3,3,2,2,3,5,3,2,2,4,6,2,5,2,5,5,6,6,7,5,4,6,2,6,3,6,6,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.60214287,1,35,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,.90380001,.94991666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7222223,4.1111112,5.3333335,6,5.818182,5.25,6,2.909091,2,2.5,7,4,3,0,.77777773,0,0,.5,.72714287,,,,.096200004,.017142856,.90380001,.98285717,.096200004,.017142856,.72000003,.83999997,.22714287,.11999995,.22714287,.11999995,.22714287,0,112.93,6.7758002,0,10,20,9.4108334,8.29,17.700832,.63249999,.050083332,1.1208334,6.2119999,11.695714,5.4837141,5.4837141,9.2880001,7.5771427,1.7108574,-1.7108574,15.5,19.272858,3.7728577,3.7728577,3,1,1,0,0,,Low,.60566038,.60000002,Earlier Changes,.63999999,Earlier Changes
6,82944dar,2018-05-01 07:08:57.832032+00:00,104.15,2,1,137,9.050000000000001,5,High,8,.5,1,0,0,0,0,6.91,6.91,1,13.09,6,6.46,9.050000000000001,1,1,uw8bc5zi,Session 4,High,,,,0,0,6,10,20,1,14,1,1,19,1,1,6,1,30,2,4,1,2,6,2,1,6,5,.5,.83333331,6,2,2,2,3,3,4,4,2,3,3,2,4,2,3,2,4,4,6,5,3,5,3,2,5,6,1,6,6,2,2,2,2,2,2,5,5,2,5,5,6,5,4,3,4,3,5,2,5,5,4,6,4,4,5,2,5,4,4,4,3,4,2,3,3,3,3,6,3,3,1,2,4,5,6,6,1,3,3,4,5,5,5,3,5,3,3,2,5,5,5,4,6,5,6,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.60214287,1,39,6,.191,.191,.80900002,.80900002,.2,.60000002,.40000001,0,,0,.14285715,.071428575,.083333336,.33333334,.20833333,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2777777,3.4444444,5.1111112,3.3,3.3636363,3.75,3.3,3.6363637,5.5,5,3,4,4.5,0,.38888887,0,0,,,.063666664,0,-.063666664,,,,,,,,,,,,,,,104.15,6.2490001,0,2.5899999,15.51,10.100833,7.5124998,17.613333,.74083334,.023875,2.5883331,,,,,,,,,,,,,3,1,0,0,0,,Low,.60566038,.60000002,Later Changes,.63999999,Later Changes
15,88bvydlq,2018-04-30 13:06:22.163541+00:00,118.04,1,13,400,5.55,4,High,8,.55,1,0,0,0,0,5,5,1,15,6,5.55,9.5,13,1,zg34a9jg,Session 2,High,,,,0,0,10,3,24,1,16.8,1,1,20,1,3,7,1,88,1,4,2,2,3,3,2,6,3,.33333334,.66666669,6,7,7,3,3,3,2,5,2,5,3,5,3,2,3,2,5,6,4,6,5,6,3,6,7,6,1,3,6,5,3,2,2,2,5,2,2,7,3,5,2,5,5,3,2,5,7,2,6,6,2,6,3,2,7,5,3,6,5,6,5,6,5,3,5,3,6,6,6,3,5,5,3,6,3,5,6,6,3,5,1,6,6,2,6,2,3,2,6,3,5,7,6,3,6,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.60214287,1,40,9,0,0,1,1,.42857143,0,.21428572,0,.16666667,0,.2,.1,.25,.083333336,.16666667,.85728574,.91675001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3333335,3.2222223,5.4444447,4.5999999,4.7272725,5,4.5999999,4.909091,2,3.5,6,3,3.5,0,.94444442,0,0,.40142858,.69599998,,,,.14271429,0,.85728574,1,.14271429,0,.33000001,.68000001,.2945714,.34999999,.2945714,.34999999,.2945714,1,118.04,7.0823998,0,3.95,15.05,8.4366665,9.1658335,17.602501,.52416664,.083250001,-.72916698,6.4171429,11.264,4.8468571,4.8468571,9.9700003,8.04,1.9300003,-1.9300003,16.387142,19.304001,2.9168587,2.9168587,3,1,0,1,0,,Low,.60566038,.60000002,Later Changes,.63999999,Later Changes
3,8awp28g0,2018-05-02 13:05:27.131763+00:00,123.47,1,1,147,5.99,3,High,6,.99,1,0,0,0,0,5,5,1,15,6,5.99,5.1,1,1,ywf1hpha,Session 6,High,,,,0,1,6,9,30,1,0,1,2,20,1,1,7,1,65,1,4,2,2,6,5,3,5,2,.5,.5,6,1,7,5,4,5,3,1,5,5,5,6,6,6,7,5,2,7,7,4,6,2,2,1,2,3,7,5,1,5,7,2,5,5,3,7,6,5,6,6,5,6,1,6,2,6,7,1,5,4,5,5,5,5,3,5,2,1,1,1,5,3,3,3,4,5,2,1,3,1,1,3,2,5,2,4,2,7,6,5,3,6,3,5,5,6,6,7,6,6,7,7,7,6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.60214287,1,41,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7222223,5.8888888,5.5555553,3.2,3,1.5,3.2,2.3636363,6,6,3,6,4,0,.6111111,0,0,.99400002,.9285714,,,,.40000001,.85714287,1,1,0,0,.99000001,1,-.065428615,.0099999905,.065428615,.0099999905,-.065428615,0,123.47,7.4082003,0,.88999999,11.09,10.289166,5.4416666,15.730833,.95583332,0,4.8474998,5.994,13.357142,7.3631425,7.3631425,5.0599999,5.7142859,.65428591,.65428591,11.054,19.071428,8.0174284,8.0174284,3,1,1,0,0,,High,.60566038,.60000002,Earlier Changes,.63999999,Earlier Changes
17,8x0w7s91,2018-05-03 09:05:55.482025+00:00,157.94,1,1,146,5.63,2,High,6,.63,1,0,0,0,0,5,5,1,15,6,5.63,8.699999999999999,1,1,ve2ngyu4,Session 9,High,,,,0,0,8,5,45,1,31.5,1,1,21,1,1,7,1,95,1,4,2,2,5,4,5,6,6,1,.83333331,2,2,1,2,1,3,3,1,2,2,1,1,1,1,2,1,6,5,2,2,1,7,7,2,7,5,1,7,6,1,6,2,1,2,1,2,4,3,6,4,2,6,2,7,2,5,6,2,5,6,3,3,2,2,6,2,2,4,1,3,5,1,1,2,2,3,2,5,5,2,3,5,6,2,5,3,1,6,3,6,5,6,6,6,6,1,6,3,7,6,4,7,6,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.60214287,1,42,7,0,0,1,1,0,.40000001,.2,0,0,0,.2857143,.14285715,0,.33333334,.16666667,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1111112,4.7777777,5.4444447,2.3,2.3636363,2.5,2.3,3.5454545,2,5,2.5,6.5,3,0,.1111111,0,0,.68800002,1,,,,.2,1,1,,0,,.87,1,.31199998,.13,.31199998,.13,.31199998,0,157.94,9.4764004,0,3.0699999,14.33,10.536667,6.3000002,16.836666,.87,0,4.2366667,5.6880002,14,8.3120003,8.3120003,8.1199999,5,3.1199999,-3.1199999,13.808,19,5.1920004,5.1920004,3,1,1,0,0,,Low,.60566038,.60000002,Earlier Changes,.63999999,Earlier Changes
4,8zl5w0h7,2018-05-03 09:05:55.235710+00:00,119.33,2,1,156,15,12,High,6,0,1,0,0,0,0,5,5,1,15,6,5,15,1,1,ve2ngyu4,Session 9,High,,,,0,0,5,7,40,1,28,1,1,20,1,1,7,1,95,2,4,1,1,3,2,1,6,2,.33333334,1,7,7,7,1,3,2,3,1,5,2,2,2,2,1,1,1,7,6,6,6,1,1,6,7,7,6,3,7,1,1,5,2,1,1,1,6,1,7,6,6,3,4,2,3,7,5,7,1,6,6,1,7,5,1,5,2,5,1,1,6,3,3,3,2,3,2,5,7,2,2,3,2,6,6,6,6,6,3,6,7,5,7,6,5,7,5,2,1,1,6,1,6,7,6,6,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.60214287,1,43,7,0,0,1,1,.83333331,0,.41666666,0,,.16666667,.5,.33333334,.5,.25,.375,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8333335,4.3333335,5.3333335,2.5,2.8181818,2.5,2.5,4.6363635,4.5,2.5,4.5,4.5,6.5,0,1,0,0,,,.315,0,-.315,,,,,,,,,,,,,,,119.33,7.1598001,0,10,20,10.7825,7.6108332,18.393333,.60000002,.29624999,3.1716671,,,,,,,,,,,,,3,1,0,0,0,,Low,.60566038,.60000002,Earlier Changes,.63999999,Earlier Changes
16,8zx764n6,2018-05-02 11:06:30.304770+00:00,67,2,1,121,7.5,1,High,5,.75,1,0,0,0,0,5,5,1,15,6,5.75,7.5,1,1,64opqfwp,Session 5,High,,,,0,1,4,4,60,1,0,1,1,22,1,3,4,1,95,2,4,1,2,6,1,2,5,5,.16666667,.16666667,1,1,7,5,4,4,3,2,3,4,5,3,3,3,2,4,4,3,5,4,2,5,6,2,6,6,2,6,4,4,4,2,1,1,3,6,4,6,6,6,5,5,7,5,6,3,6,3,5,5,2,4,2,3,6,3,3,4,5,5,3,3,5,4,3,5,6,3,5,2,4,5,5,6,3,3,5,5,3,6,2,5,6,2,6,2,2,3,5,4,6,5,6,6,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Pre-change,1,0,High-to-Low,.60214287,1,44,1,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4444447,3.1111112,5.7777777,3.8,3.909091,4.5,3.8,4.2727275,5.5,4.5,6.5,5.5,6,0,.33333334,0,0,,,0,0,0,,,,,,,,,,,,,,,67,4.02,0,1.75,13.25,10.475,5.5833335,16.058334,.94166666,0,4.8916669,,,,,,,,,,,,,3,1,0,0,0,,Low,.60566038,.60000002,Earlier Changes,.63999999,Earlier Changes
